0.02 [[1, '0.02', 'SN']]
403 [[1, '403', 'SN']]
4048 [[1, '4048', 'SN']]
406 [[1, '406', 'SN']]
408 [[1, '408', 'SN']]
41.0 [[1, '41.0', 'SN']]
41.04 [[1, '41.04', 'SN']]
41.4 [[1, '41.4', 'SN']]
41.9 [[1, '41.9', 'SN']]
410 [[1, '410', 'SN']]
4100 [[1, '4100', 'SN']]
4107 [[1, '4107', 'SN']]
4129 [[1, '4129', 'SN']]
414 [[1, '414', 'SN']]
415 [[1, '415', 'SN']]
416 [[1, '416', 'SN']]
42.1 [[1, '42.1', 'SN']]
42.4 [[1, '42.4', 'SN']]
42.6 [[1, '42.6', 'SN']]
420 [[1, '420', 'SN']]
423 [[1, '423', 'SN']]
425 [[1, '425', 'SN']]
4273 [[1, '4273', 'SN']]
428 [[1, '428', 'SN']]
43.2 [[1, '43.2', 'SN']]
43.3 [[1, '43.3', 'SN']]
43.4 [[1, '43.4', 'SN']]
43.5 [[1, '43.5', 'SN']]
43.6 [[1, '43.6', 'SN']]
43.9 [[1, '43.9', 'SN']]
432 [[1, '432', 'SN']]
4326 [[1, '4326', 'SN']]
434 [[1, '434', 'SN']]
436 [[1, '436', 'SN']]
438 [[1, '438', 'SN']]
4386 [[1, '4386', 'SN']]
44.1 [[1, '44.1', 'SN']]
44.38 [[1, '44.38', 'SN']]
44.6 [[1, '44.6', 'SN']]
440 [[1, '440', 'SN']]
4409 [[1, '4409', 'SN']]
442 [[1, '442', 'SN']]
4424 [[1, '4424', 'SN']]
4436 [[1, '4436', 'SN']]
444 [[1, '444', 'SN']]
446 [[1, '446', 'SN']]
448 [[1, '448', 'SN']]
4480 [[1, '4480', 'SN']]
4486 [[1, '4486', 'SN']]
449 [[1, '449', 'SN']]
45.2 [[1, '45.2', 'SN']]
45.3 [[1, '45.3', 'SN']]
451 [[1, '451', 'SN']]
452 [[1, '452', 'SN']]
4560 [[1, '4560', 'SN']]
46.4 [[1, '46.4', 'SN']]
46.6 [[1, '46.6', 'SN']]
46.7 [[1, '46.7', 'SN']]
4605 [[1, '4605', 'SN']]
4616 [[1, '4616', 'SN']]
462 [[1, '462', 'SN']]
463 [[1, '463', 'SN']]
4633 [[1, '4633', 'SN']]
4640 [[1, '4640', 'SN']]
465 [[1, '465', 'SN']]
466 [[1, '466', 'SN']]
467.8 [[1, '467.8', 'SN']]
468 [[1, '468', 'SN']]
4689 [[1, '4689', 'SN']]
47.6 [[1, '47.6', 'SN']]
47.7 [[1, '47.7', 'SN']]
4706 [[1, '4706', 'SN']]
472 [[1, '472', 'SN']]
4738 [[1, '4738', 'SN']]
4740 [[1, '4740', 'SN']]
4757 [[1, '4757', 'SN']]
48.3 [[1, '48.3', 'SN']]
48.4 [[1, '48.4', 'SN']]
48.7 [[1, '48.7', 'SN']]
482 [[1, '482', 'SN']]
483 [[1, '483', 'SN']]
484 [[1, '484', 'SN']]
487 [[1, '487', 'SN']]
4899 [[1, '4899', 'SN']]
49.1 [[1, '49.1', 'SN']]
49.2 [[1, '49.2', 'SN']]
49.4 [[1, '49.4', 'SN']]
49.6 [[1, '49.6', 'SN']]
49.7 [[1, '49.7', 'SN']]
49.8 [[1, '49.8', 'SN']]
49.9 [[1, '49.9', 'SN']]
491 [[1, '491', 'SN']]
493 [[1, '493', 'SN']]
4936 [[1, '4936', 'SN']]
4950 [[1, '4950', 'SN']]
496 [[1, '496', 'SN']]
499 [[1, '499', 'SN']]
5.1 [[1, '5.1', 'SN']]
5.25 [[1, '5.25', 'SN']]
5.34 [[1, '5.34', 'SN']]
5.78 [[1, '5.78', 'SN']]
5.84 [[1, '5.84', 'SN']]
5.86 [[1, '5.86', 'SN']]
5.9 [[1, '5.9', 'SN']]
5.91 [[1, '5.91', 'SN']]
50.0 [[1, '50.0', 'SN']]
50.5 [[1, '50.5', 'SN']]
50.53 [[1, '50.53', 'SN']]
50.7 [[1, '50.7', 'SN']]
50.70 [[1, '50.70', 'SN']]
50.8 [[1, '50.8', 'SN']]
50.92 [[1, '50.92', 'SN']]
5001 [[1, '5001', 'SN']]
5005 [[1, '5005', 'SN']]
5008 [[1, '5008', 'SN']]
501 [[1, '501', 'SN']]
5054 [[1, '5054', 'SN']]
506 [[1, '506', 'SN']]
51.2 [[1, '51.2', 'SN']]
51.5 [[1, '51.5', 'SN']]
510 [[1, '510', 'SN']]
511 [[1, '511', 'SN']]
5132 [[1, '5132', 'SN']]
5140 [[1, '5140', 'SN']]
517 [[1, '517', 'SN']]
5193 [[1, '5193', 'SN']]
52.1 [[1, '52.1', 'SN']]
52.8 [[1, '52.8', 'SN']]
524 [[1, '524', 'SN']]
525 [[1, '525', 'SN']]
526 [[1, '526', 'SN']]
527.3 [[1, '527.3', 'SN']]
5270 [[1, '5270', 'SN']]
528 [[1, '528', 'SN']]
53.2 [[1, '53.2', 'SN']]
53.5 [[1, '53.5', 'SN']]
53.7 [[1, '53.7', 'SN']]
5305 [[1, '5305', 'SN']]
531 [[1, '531', 'SN']]
5317 [[1, '5317', 'SN']]
532 [[1, '532', 'SN']]
535 [[1, '535', 'SN']]
5377 [[1, '5377', 'SN']]
5379 [[1, '5379', 'SN']]
538 [[1, '538', 'SN']]
539 [[1, '539', 'SN']]
54.2 [[1, '54.2', 'SN']]
54.4 [[1, '54.4', 'SN']]
54.5 [[1, '54.5', 'SN']]
54.6 [[1, '54.6', 'SN']]
540 [[1, '540', 'SN']]
542 [[1, '542', 'SN']]
543 [[1, '543', 'SN']]
544 [[1, '544', 'SN']]
546 [[1, '546', 'SN']]
55.4 [[1, '55.4', 'SN']]
55.5 [[1, '55.5', 'SN']]
551 [[1, '551', 'SN']]
553 [[1, '553', 'SN']]
554 [[1, '554', 'SN']]
5551 [[1, '5551', 'SN']]
5570 [[1, '5570', 'SN']]
558 [[1, '558', 'SN']]
5582 [[1, '5582', 'SN']]
56.1 [[1, '56.1', 'SN']]
56.4 [[1, '56.4', 'SN']]
56.9 [[1, '56.9', 'SN']]
560 [[1, '560', 'SN']]
5609 [[1, '5609', 'SN']]
561 [[1, '561', 'SN']]
563 [[1, '563', 'SN']]
5665 [[1, '5665', 'SN']]
57.2 [[1, '57.2', 'SN']]
57.54 [[1, '57.54', 'SN']]
57.7 [[1, '57.7', 'SN']]
571 [[1, '571', 'SN']]
572 [[1, '572', 'SN']]
5746 [[1, '5746', 'SN']]
5749 [[1, '5749', 'SN']]
5757 [[1, '5757', 'SN']]
579 [[1, '579', 'SN']]
58.2 [[1, '58.2', 'SN']]
58.5 [[1, '58.5', 'SN']]
5818 [[1, '5818', 'SN']]
5822 [[1, '5822', 'SN']]
5826 [[1, '5826', 'SN']]
5835 [[1, '5835', 'SN']]
5839 [[1, '5839', 'SN']]
5843 [[1, '5843', 'SN']]
585 [[1, '585', 'SN']]
5850 [[1, '5850', 'SN']]
587 [[1, '587', 'SN']]
588 [[1, '588', 'SN']]
59.4 [[1, '59.4', 'SN']]
59.5 [[1, '59.5', 'SN']]
59.54 [[1, '59.54', 'SN']]
59.7 [[1, '59.7', 'SN']]
59.8 [[1, '59.8', 'SN']]
5900 [[1, '5900', 'SN']]
592 [[1, '592', 'SN']]
5950 [[1, '5950', 'SN']]
596 [[1, '596', 'SN']]
597 [[1, '597', 'SN']]
5억원 [[1, '5억원', 'SN+NR+NNB']]
6,7 [[1, '6,7', 'SN']]
6.0 [[1, '6.0', 'SN']]
6.38 [[1, '6.38', 'SN']]
6.65 [[1, '6.65', 'SN']]
60.2 [[1, '60.2', 'SN']]
60.3 [[1, '60.3', 'SN']]
60.8 [[1, '60.8', 'SN']]
6009 [[1, '6009', 'SN']]
605 [[1, '605', 'SN']]
609 [[1, '609', 'SN']]
6091 [[1, '6091', 'SN']]
61.1 [[1, '61.1', 'SN']]
61.3 [[1, '61.3', 'SN']]
61.9 [[1, '61.9', 'SN']]
610 [[1, '610', 'SN']]
616 [[1, '616', 'SN']]
617 [[1, '617', 'SN']]
6176 [[1, '6176', 'SN']]
6187 [[1, '6187', 'SN']]
6194 [[1, '6194', 'SN']]
62.21 [[1, '62.21', 'SN']]
62.3 [[1, '62.3', 'SN']]
62.6 [[1, '62.6', 'SN']]
62.87 [[1, '62.87', 'SN']]
62.9 [[1, '62.9', 'SN']]
620 [[1, '620', 'SN']]
6200 [[1, '6200', 'SN']]
623 [[1, '623', 'SN']]
626 [[1, '626', 'SN']]
6263 [[1, '6263', 'SN']]
6295 [[1, '6295', 'SN']]
63.1 [[1, '63.1', 'SN']]
63.14 [[1, '63.14', 'SN']]
63.4 [[1, '63.4', 'SN']]
63.75 [[1, '63.75', 'SN']]
63.9 [[1, '63.9', 'SN']]
630 [[1, '630', 'SN']]
6309 [[1, '6309', 'SN']]
6312 [[1, '6312', 'SN']]
6317 [[1, '6317', 'SN']]
6324 [[1, '6324', 'SN']]
6335 [[1, '6335', 'SN']]
6355 [[1, '6355', 'SN']]
64.2 [[1, '64.2', 'SN']]
64.5 [[1, '64.5', 'SN']]
6403 [[1, '6403', 'SN']]
6410 [[1, '6410', 'SN']]
6420 [[1, '6420', 'SN']]
645 [[1, '645', 'SN']]
6459 [[1, '6459', 'SN']]
65.21 [[1, '65.21', 'SN']]
65.35 [[1, '65.35', 'SN']]
65.41 [[1, '65.41', 'SN']]
65.45 [[1, '65.45', 'SN']]
65.6 [[1, '65.6', 'SN']]
65.71 [[1, '65.71', 'SN']]
65.9 [[1, '65.9', 'SN']]
65.93 [[1, '65.93', 'SN']]
653 [[1, '653', 'SN']]
655 [[1, '655', 'SN']]
6556 [[1, '6556', 'SN']]
658 [[1, '658', 'SN']]
66.27 [[1, '66.27', 'SN']]
66.3 [[1, '66.3', 'SN']]
66.32 [[1, '66.32', 'SN']]
66.4 [[1, '66.4', 'SN']]
66.7 [[1, '66.7', 'SN']]
66.8 [[1, '66.8', 'SN']]
66.91 [[1, '66.91', 'SN']]
6600 [[1, '6600', 'SN']]
6650 [[1, '6650', 'SN']]
6653 [[1, '6653', 'SN']]
666 [[1, '666', 'SN']]
6665 [[1, '6665', 'SN']]
6666 [[1, '6666', 'SN']]
6670 [[1, '6670', 'SN']]
6673 [[1, '6673', 'SN']]
6674 [[1, '6674', 'SN']]
6677 [[1, '6677', 'SN']]
669 [[1, '669', 'SN']]
67.1 [[1, '67.1', 'SN']]
67.2 [[1, '67.2', 'SN']]
67.4 [[1, '67.4', 'SN']]
67.63 [[1, '67.63', 'SN']]
670 [[1, '670', 'SN']]
6712 [[1, '6712', 'SN']]
675 [[1, '675', 'SN']]
677 [[1, '677', 'SN']]
67830 [[1, '67830', 'SN']]
6793 [[1, '6793', 'SN']]
68.11 [[1, '68.11', 'SN']]
68.16 [[1, '68.16', 'SN']]
68.2 [[1, '68.2', 'SN']]
68.3 [[1, '68.3', 'SN']]
68.36 [[1, '68.36', 'SN']]
68.46 [[1, '68.46', 'SN']]
68.79 [[1, '68.79', 'SN']]
68.86 [[1, '68.86', 'SN']]
68.9 [[1, '68.9', 'SN']]
6800 [[1, '6800', 'SN']]
6860 [[1, '6860', 'SN']]
69.02 [[1, '69.02', 'SN']]
69.1 [[1, '69.1', 'SN']]
69.4 [[1, '69.4', 'SN']]
69.7 [[1, '69.7', 'SN']]
69.71 [[1, '69.71', 'SN']]
6900 [[1, '6900', 'SN']]
691 [[1, '691', 'SN']]
695 [[1, '695', 'SN']]
696 [[1, '696', 'SN']]
697 [[1, '697', 'SN']]
6975 [[1, '6975', 'SN']]
6976 [[1, '6976', 'SN']]
699 [[1, '699', 'SN']]
7.00 [[1, '7.00', 'SN']]
7.15 [[1, '7.15', 'SN']]
7.3 [[1, '7.3', 'SN']]
7.4 [[1, '7.4', 'SN']]
7.54 [[1, '7.54', 'SN']]
7.71 [[1, '7.71', 'SN']]
7.82 [[1, '7.82', 'SN']]
7.9 [[1, '7.9', 'SN']]
70.0 [[1, '70.0', 'SN']]
70.3 [[1, '70.3', 'SN']]
700.35 [[1, '700.35', 'SN']]
7042 [[1, '7042', 'SN']]
7046 [[1, '7046', 'SN']]
707 [[1, '707', 'SN']]
71.16 [[1, '71.16', 'SN']]
71.2 [[1, '71.2', 'SN']]
71.42 [[1, '71.42', 'SN']]
71.7 [[1, '71.7', 'SN']]
7106 [[1, '7106', 'SN']]
7111 [[1, '7111', 'SN']]
712 [[1, '712', 'SN']]
7157 [[1, '7157', 'SN']]
716 [[1, '716', 'SN']]
7174 [[1, '7174', 'SN']]
718 [[1, '718', 'SN']]
7186 [[1, '7186', 'SN']]
719 [[1, '719', 'SN']]
72.1 [[1, '72.1', 'SN']]
72.2 [[1, '72.2', 'SN']]
72.23 [[1, '72.23', 'SN']]
72.3 [[1, '72.3', 'SN']]
72.6 [[1, '72.6', 'SN']]
72.8 [[1, '72.8', 'SN']]
7200 [[1, '7200', 'SN']]
721.41 [[1, '721.41', 'SN']]
7222 [[1, '7222', 'SN']]
724.6 [[1, '724.6', 'SN']]
725 [[1, '725', 'SN']]
7288 [[1, '7288', 'SN']]
7296 [[1, '7296', 'SN']]
73.3 [[1, '73.3', 'SN']]
73.6 [[1, '73.6', 'SN']]
73.8 [[1, '73.8', 'SN']]
7310 [[1, '7310', 'SN']]
7320 [[1, '7320', 'SN']]
7337 [[1, '7337', 'SN']]
7381 [[1, '7381', 'SN']]
7392 [[1, '7392', 'SN']]
74.4 [[1, '74.4', 'SN']]
74.5 [[1, '74.5', 'SN']]
74.6 [[1, '74.6', 'SN']]
74.60 [[1, '74.60', 'SN']]
74.70 [[1, '74.70', 'SN']]
741 [[1, '741', 'SN']]
7434 [[1, '7434', 'SN']]
745 [[1, '745', 'SN']]
748 [[1, '748', 'SN']]
7483 [[1, '7483', 'SN']]
749.09 [[1, '749.09', 'SN']]
75.01 [[1, '75.01', 'SN']]
75.07 [[1, '75.07', 'SN']]
75.1 [[1, '75.1', 'SN']]
75.16 [[1, '75.16', 'SN']]
75.4 [[1, '75.4', 'SN']]
75.6 [[1, '75.6', 'SN']]
75.85 [[1, '75.85', 'SN']]
752 [[1, '752', 'SN']]
754.62 [[1, '754.62', 'SN']]
755 [[1, '755', 'SN']]
7550 [[1, '7550', 'SN']]
7560 [[1, '7560', 'SN']]
757 [[1, '757', 'SN']]
76.1 [[1, '76.1', 'SN']]
76.19 [[1, '76.19', 'SN']]
76.2 [[1, '76.2', 'SN']]
76.68 [[1, '76.68', 'SN']]
76.76 [[1, '76.76', 'SN']]
76.77 [[1, '76.77', 'SN']]
7600 [[1, '7600', 'SN']]
762 [[1, '762', 'SN']]
7628 [[1, '7628', 'SN']]
765 [[1, '765', 'SN']]
767 [[1, '767', 'SN']]
767.214 [[1, '767.214', 'SN']]
768 [[1, '768', 'SN']]
7690 [[1, '7690', 'SN']]
77.08 [[1, '77.08', 'SN']]
77.42 [[1, '77.42', 'SN']]
77.81 [[1, '77.81', 'SN']]
770 [[1, '770', 'SN']]
774 [[1, '774', 'SN']]
7760 [[1, '7760', 'SN']]
777 [[1, '777', 'SN']]
7771 [[1, '7771', 'SN']]
779 [[1, '779', 'SN']]
78.5 [[1, '78.5', 'SN']]
78.6 [[1, '78.6', 'SN']]
78.9 [[1, '78.9', 'SN']]
78.92 [[1, '78.92', 'SN']]
780 [[1, '780', 'SN']]
7800 [[1, '7800', 'SN']]
783 [[1, '783', 'SN']]
7835 [[1, '7835', 'SN']]
785 [[1, '785', 'SN']]
788 [[1, '788', 'SN']]
789 [[1, '789', 'SN']]
79.23 [[1, '79.23', 'SN']]
79.6 [[1, '79.6', 'SN']]
79.67 [[1, '79.67', 'SN']]
79.79 [[1, '79.79', 'SN']]
79.8 [[1, '79.8', 'SN']]
790 [[1, '790', 'SN']]
7900 [[1, '7900', 'SN']]
791 [[1, '791', 'SN']]
792.30 [[1, '792.30', 'SN']]
793 [[1, '793', 'SN']]
794 [[1, '794', 'SN']]
7944 [[1, '7944', 'SN']]
7965 [[1, '7965', 'SN']]
799 [[1, '799', 'SN']]
8.0 [[1, '8.0', 'SN']]
8.1 [[1, '8.1', 'SN']]
8.27 [[1, '8.27', 'SN']]
8.31 [[1, '8.31', 'SN']]
8.6 [[1, '8.6', 'SN']]
8.62 [[1, '8.62', 'SN']]
8.65 [[1, '8.65', 'SN']]
8.72 [[1, '8.72', 'SN']]
8.84 [[1, '8.84', 'SN']]
8.85 [[1, '8.85', 'SN']]
80.1 [[1, '80.1', 'SN']]
80.3 [[1, '80.3', 'SN']]
80.9 [[1, '80.9', 'SN']]
800.89 [[1, '800.89', 'SN']]
801.99 [[1, '801.99', 'SN']]
805 [[1, '805', 'SN']]
807 [[1, '807', 'SN']]
8074 [[1, '8074', 'SN']]
809 [[1, '809', 'SN']]
8092 [[1, '8092', 'SN']]
81.5 [[1, '81.5', 'SN']]
81.9 [[1, '81.9', 'SN']]
8107 [[1, '8107', 'SN']]
812 [[1, '812', 'SN']]
814 [[1, '814', 'SN']]
818 [[1, '818', 'SN']]
82.2 [[1, '82.2', 'SN']]
82.4 [[1, '82.4', 'SN']]
82.5 [[1, '82.5', 'SN']]
82.6 [[1, '82.6', 'SN']]
82.7 [[1, '82.7', 'SN']]
820 [[1, '820', 'SN']]
8204 [[1, '8204', 'SN']]
8225 [[1, '8225', 'SN']]
823 [[1, '823', 'SN']]
8233 [[1, '8233', 'SN']]
8238 [[1, '8238', 'SN']]
8247 [[1, '8247', 'SN']]
825 [[1, '825', 'SN']]
8255 [[1, '8255', 'SN']]
826 [[1, '826', 'SN']]
828 [[1, '828', 'SN']]
8290 [[1, '8290', 'SN']]
83.2 [[1, '83.2', 'SN']]
83.6 [[1, '83.6', 'SN']]
83.7 [[1, '83.7', 'SN']]
830 [[1, '830', 'SN']]
831 [[1, '831', 'SN']]
8348 [[1, '8348', 'SN']]
836 [[1, '836', 'SN']]
8360 [[1, '8360', 'SN']]
8362 [[1, '8362', 'SN']]
837 [[1, '837', 'SN']]
84.2 [[1, '84.2', 'SN']]
84.5 [[1, '84.5', 'SN']]
84.8 [[1, '84.8', 'SN']]
841 [[1, '841', 'SN']]
842 [[1, '842', 'SN']]
843 [[1, '843', 'SN']]
8432 [[1, '8432', 'SN']]
844 [[1, '844', 'SN']]
844.54 [[1, '844.54', 'SN']]
845 [[1, '845', 'SN']]
846 [[1, '846', 'SN']]
85.8 [[1, '85.8', 'SN']]
8505 [[1, '8505', 'SN']]
8522 [[1, '8522', 'SN']]
853 [[1, '853', 'SN']]
854 [[1, '854', 'SN']]
856 [[1, '856', 'SN']]
8562 [[1, '8562', 'SN']]
8585 [[1, '8585', 'SN']]
86.4 [[1, '86.4', 'SN']]
86.5 [[1, '86.5', 'SN']]
86.7 [[1, '86.7', 'SN']]
86.9 [[1, '86.9', 'SN']]
860.94 [[1, '860.94', 'SN']]
861 [[1, '861', 'SN']]
8614 [[1, '8614', 'SN']]
862 [[1, '862', 'SN']]
865 [[1, '865', 'SN']]
866 [[1, '866', 'SN']]
8664 [[1, '8664', 'SN']]
867 [[1, '867', 'SN']]
87.39 [[1, '87.39', 'SN']]
87.5 [[1, '87.5', 'SN']]
87.7 [[1, '87.7', 'SN']]
8756 [[1, '8756', 'SN']]
8760 [[1, '8760', 'SN']]
8764 [[1, '8764', 'SN']]
877 [[1, '877', 'SN']]
8811 [[1, '8811', 'SN']]
8838 [[1, '8838', 'SN']]
885 [[1, '885', 'SN']]
89.1 [[1, '89.1', 'SN']]
890 [[1, '890', 'SN']]
891 [[1, '891', 'SN']]
8939 [[1, '8939', 'SN']]
898 [[1, '898', 'SN']]
8990 [[1, '8990', 'SN']]
9.0 [[1, '9.0', 'SN']]
9.08 [[1, '9.08', 'SN']]
9.10 [[1, '9.10', 'SN']]
9.29 [[1, '9.29', 'SN']]
9.39 [[1, '9.39', 'SN']]
9.45 [[1, '9.45', 'SN']]
9.53 [[1, '9.53', 'SN']]
9.54 [[1, '9.54', 'SN']]
9.72 [[1, '9.72', 'SN']]
9.82 [[1, '9.82', 'SN']]
9009 [[1, '9009', 'SN']]
9018 [[1, '9018', 'SN']]
902 [[1, '902', 'SN']]
904 [[1, '904', 'SN']]
905 [[1, '905', 'SN']]
9050 [[1, '9050', 'SN']]
907 [[1, '907', 'SN']]
908 [[1, '908', 'SN']]
9081 [[1, '9081', 'SN']]
91.11 [[1, '91.11', 'SN']]
91.5 [[1, '91.5', 'SN']]
9107 [[1, '9107', 'SN']]
911 [[1, '911', 'SN']]
9143 [[1, '9143', 'SN']]
9160 [[1, '9160', 'SN']]
917 [[1, '917', 'SN']]
918 [[1, '918', 'SN']]
921 [[1, '921', 'SN']]
922 [[1, '922', 'SN']]
925 [[1, '925', 'SN']]
927 [[1, '927', 'SN']]
929 [[1, '929', 'SN']]
93.06 [[1, '93.06', 'SN']]
93.14 [[1, '93.14', 'SN']]
93.3 [[1, '93.3', 'SN']]
93.5 [[1, '93.5', 'SN']]
93.6 [[1, '93.6', 'SN']]
930 [[1, '930', 'SN']]
933 [[1, '933', 'SN']]
935 [[1, '935', 'SN']]
939 [[1, '939', 'SN']]
94.2 [[1, '94.2', 'SN']]
94.3 [[1, '94.3', 'SN']]
940 [[1, '940', 'SN']]
941 [[1, '941', 'SN']]
9420 [[1, '9420', 'SN']]
9425 [[1, '9425', 'SN']]
9464 [[1, '9464', 'SN']]
948 [[1, '948', 'SN']]
95.25 [[1, '95.25', 'SN']]
9506 [[1, '9506', 'SN']]
9552 [[1, '9552', 'SN']]
956 [[1, '956', 'SN']]
957 [[1, '957', 'SN']]
958 [[1, '958', 'SN']]
96.3 [[1, '96.3', 'SN']]
96.77 [[1, '96.77', 'SN']]
960 [[1, '960', 'SN']]
966 [[1, '966', 'SN']]
967 [[1, '967', 'SN']]
97.3 [[1, '97.3', 'SN']]
97.5 [[1, '97.5', 'SN']]
970 [[1, '970', 'SN']]
973 [[1, '973', 'SN']]
974 [[1, '974', 'SN']]
976 [[1, '976', 'SN']]
9767 [[1, '9767', 'SN']]
978 [[1, '978', 'SN']]
98.5 [[1, '98.5', 'SN']]
98.6 [[1, '98.6', 'SN']]
98.88 [[1, '98.88', 'SN']]
984 [[1, '984', 'SN']]
9856 [[1, '9856', 'SN']]
9858 [[1, '9858', 'SN']]
986 [[1, '986', 'SN']]
9861 [[1, '9861', 'SN']]
987 [[1, '987', 'SN']]
9886 [[1, '9886', 'SN']]
989 [[1, '989', 'SN']]
99.2 [[1, '99.2', 'SN']]
99.88 [[1, '99.88', 'SN']]
9900 [[1, '9900', 'SN']]
991 [[1, '991', 'SN']]
993 [[1, '993', 'SN']]
996 [[1, '996', 'SN']]
997 [[1, '997', 'SN']]
AAGOP [[1, 'AAGOP', 'SL']]
ABM [[1, 'ABM', 'SL']]
ADU [[1, 'ADU', 'SL']]
AF [[1, 'AF', 'SL']]
AFP [[1, 'AFP', 'SL']]
AGV [[1, 'AGV', 'SL']]
AI [[1, 'AI', 'SL']]
AIT [[1, 'AIT', 'SL']]
AIWA [[1, 'AIWA', 'SL']]
ALL [[1, 'ALL', 'SL']]
ALM [[1, 'ALM', 'SL']]
AMCHAM [[1, 'AMCHAM', 'SL']]
ANC [[1, 'ANC', 'SL']]
APAFP [[1, 'APAFP', 'SL']]
APO [[1, 'APO', 'SL']]
ARD [[1, 'ARD', 'SL']]
ARN [[1, 'ARN', 'SL']]
ARS [[1, 'ARS', 'SL']]
ASEM [[1, 'ASEM', 'SL']]
ASIC [[1, 'ASIC', 'SL']]
ASOSAI [[1, 'ASOSAI', 'SL']]
ASP [[1, 'ASP', 'SL']]
ATI [[1, 'ATI', 'SL']]
ATO [[1, 'ATO', 'SL']]
ATS [[1, 'ATS', 'SL']]
AUG [[1, 'AUG', 'SL']]
Acta [[1, 'Acta', 'SL']]
Acteur [[1, 'Acteur', 'SL']]
Admission [[1, 'Admission', 'SL']]
Advanced [[1, 'Advanced', 'SL']]
Aerobics [[1, 'Aerobics', 'SL']]
Agreement [[1, 'Agreement', 'SL']]
Alagna [[1, 'Alagna', 'SL']]
Albertsons [[1, 'Albertsons', 'SL']]
Alibaba [[1, 'Alibaba', 'SL']]
Allies [[1, 'Allies', 'SL']]
Amer [[1, 'Amer', 'SL']]
Angela [[1, 'Angela', 'SL']]
Aqua [[1, 'Aqua', 'SL']]
Aquarobics [[1, 'Aquarobics', 'SL']]
Aquatic [[1, 'Aquatic', 'SL']]
Art [[1, 'Art', 'SL']]
Ascend [[1, 'Ascend', 'SL']]
Assistance [[1, 'Assistance', 'SL']]
Avoid [[1, 'Avoid', 'SL']]
BASF [[1, 'BASF', 'SL']]
BAT [[1, 'BAT', 'SL']]
BBL [[1, 'BBL', 'SL']]
BBS [[1, 'BBS', 'SL']]
BBWAA [[1, 'BBWAA', 'SL']]
BCS [[1, 'BCS', 'SL']]
BHF [[1, 'BHF', 'SL']]
BKJ [[1, 'BKJ', 'SL']]
BND [[1, 'BND', 'SL']]
BT [[1, 'BT', 'SL']]
BTC [[1, 'BTC', 'SL']]
BWV [[1, 'BWV', 'SL']]
Baby [[1, 'Baby', 'SL']]
Back [[1, 'Back', 'SL']]
Bains [[1, 'Bains', 'SL']]
Bankassurance [[1, 'Bankassurance', 'SL']]
Battery [[1, 'Battery', 'SL']]
Be [[1, 'Be', 'SL']]
Beat [[1, 'Beat', 'SL']]
Beginning [[1, 'Beginning', 'SL']]
Believe [[1, 'Believe', 'SL']]
Berberine [[1, 'Berberine', 'SL']]
Berkleigh [[1, 'Berkleigh', 'SL']]
Bertelsmann [[1, 'Bertelsmann', 'SL']]
Blind [[1, 'Blind', 'SL']]
Blown [[1, 'Blown', 'SL']]
Board [[1, 'Board', 'SL']]
Boise [[1, 'Boise', 'SL']]
Brand [[1, 'Brand', 'SL']]
Britain [[1, 'Britain', 'SL']]
Bucher [[1, 'Bucher', 'SL']]
Burden [[1, 'Burden', 'SL']]
Busan [[1, 'Busan', 'SL']]
CAAC [[1, 'CAAC', 'SL']]
CAPE [[1, 'CAPE', 'SL']]
CAR [[1, 'CAR', 'SL']]
CCITT [[1, 'CCITT', 'SL']]
CCTV [[1, 'CCTV', 'SL']]
CDC [[1, 'CDC', 'SL']]
CDP [[1, 'CDP', 'SL']]
CDT [[1, 'CDT', 'SL']]
CDU [[1, 'CDU', 'SL']]
CEPR [[1, 'CEPR', 'SL']]
CHAMPIONSHIP [[1, 'CHAMPIONSHIP', 'SL']]
CHB [[1, 'CHB', 'SL']]
CI [[1, 'CI', 'SL']]
CIBC [[1, 'CIBC', 'SL']]
CIL [[1, 'CIL', 'SL']]
CIPR [[1, 'CIPR', 'SL']]
CIRCUIT [[1, 'CIRCUIT', 'SL']]
CITIS [[1, 'CITIS', 'SL']]
CJGLS [[1, 'CJGLS', 'SL']]
CM [[1, 'CM', 'SL']]
CMA [[1, 'CMA', 'SL']]
CMGI [[1, 'CMGI', 'SL']]
CMU [[1, 'CMU', 'SL']]
CNNSI [[1, 'CNNSI', 'SL']]
CONCACAF [[1, 'CONCACAF', 'SL']]
COO [[1, 'COO', 'SL']]
COUN [[1, 'COUN', 'SL']]
CPP [[1, 'CPP', 'SL']]
CPT [[1, 'CPT', 'SL']]
CRC [[1, 'CRC', 'SL']]
CRF [[1, 'CRF', 'SL']]
CVS [[1, 'CVS', 'SL']]
Calculateur [[1, 'Calculateur', 'SL']]
California [[1, 'California', 'SL']]
Call [[1, 'Call', 'SL']]
Category [[1, 'Category', 'SL']]
Cave [[1, 'Cave', 'SL']]
Cell [[1, 'Cell', 'SL']]
Charles [[1, 'Charles', 'SL']]
Cheju [[1, 'Cheju', 'SL']]
Chief [[1, 'Chief', 'SL']]
China [[1, 'China', 'SL']]
Chiropractic [[1, 'Chiropractic', 'SL']]
Clement [[1, 'Clement', 'SL']]
Communication [[1, 'Communication', 'SL']]
Communications [[1, 'Communications', 'SL']]
Computer [[1, 'Computer', 'SL']]
